Id,device,deviceName,devType,prodId,capabilityId,capabilityDescription,commandId,valueType,enum_values,value,min,max,serviceId,serviceDescription,influencedChannels,influenceType
225,light,yeelightLEDColor,"""01B""","""100d""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",1,,,light-yeelightLEDColor_switchOnOff_on_1,turn on the light,,
226,light,yeelightLEDColor,"""01B""","""100d""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",0,,,light-yeelightLEDColor_switchOnOff_on_0,turn off the light,,
227,light,yeelightLEDColor,"""01B""","""100d""",brightnessControl,light brightness,setBrightness,range,,,0,255,light-yeelightLEDColor_brightnessControl_setBrightness_,set target brightness,,
228,light,yeelightLEDColor,"""01B""","""100d""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",1,,,light-yeelightLEDColor_color_setColor_1,set light color to red,luminance,hasIncreased
229,light,yeelightLEDColor,"""01B""","""100d""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",2,,,light-yeelightLEDColor_color_setColor_2,set light color to green,luminance,hasIncreased
230,light,yeelightLEDColor,"""01B""","""100d""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",3,,,light-yeelightLEDColor_color_setColor_3,set light color to blue,luminance,hasIncreased
231,light,yeelightLEDColor,"""01B""","""100d""",colorRangeControl,color degree,setColorRange,range,,,0,255,light-yeelightLEDColor_colorRangeControl_setColorRange_range,set degree of the color,,
232,light,yeelightLEDColor,"""01B""","""100d""",colorTempControl,color temperature,setColorTemp,range,,,2000,6500,light-yeelightLEDColor_colorTempControl_setColorTemp_range,set color temperature of the light,,
233,light,yeelightLEDColor,"""01B""","""100d""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",0,,,light-yeelightLEDColor_lightMode_setLightMode_0,turn light into custom mode,luminance,hasIncreased
234,light,yeelightLEDColor,"""01B""","""100d""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",1,,,light-yeelightLEDColor_lightMode_setLightMode_1,turn light into guest mode,luminance,hasIncreased
235,light,yeelightLEDColor,"""01B""","""100d""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",2,,,light-yeelightLEDColor_lightMode_setLightMode_2,turn light into entertainment mode,luminance,hasIncreased
236,light,yeelightLEDColor,"""01B""","""100d""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",3,,,light-yeelightLEDColor_lightMode_setLightMode_3,turn light into movie mode,luminance,hasIncreased
237,light,yeelightLEDColor,"""01B""","""100d""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",4,,,light-yeelightLEDColor_lightMode_setLightMode_4,turn light into eating mode,luminance,hasIncreased
238,light,yeelightLEDColor,"""01B""","""100d""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",5,,,light-yeelightLEDColor_lightMode_setLightMode_5,turn light into colorful mode,luminance,hasIncreased
239,light,yeelightLEDColor,"""01B""","""100d""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",6,,,light-yeelightLEDColor_lightMode_setLightMode_6,turn light into romantic mode,luminance,hasIncreased
240,light,yeelightLEDColor,"""01B""","""100d""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",7,,,light-yeelightLEDColor_lightMode_setLightMode_7,turn light into working mode,luminance,hasIncreased
241,light,yeelightLEDColor,"""01B""","""100z""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",1,,,light-yeelightLEDColor_switchOnOff_on_1,turn on the light,,
242,light,yeelightLEDColor,"""01B""","""100z""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",0,,,light-yeelightLEDColor_switchOnOff_on_0,turn off the light,,
243,light,yeelightLEDColor,"""01B""","""100z""",brightnessControl,light brightness,setBrightness,range,,,0,255,light-yeelightLEDColor_brightnessControl_setBrightness_,set target brightness,,
244,light,yeelightLEDColor,"""01B""","""100z""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",1,,,light-yeelightLEDColor_color_setColor_1,set light color to red,luminance,hasIncreased
245,light,yeelightLEDColor,"""01B""","""100z""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",2,,,light-yeelightLEDColor_color_setColor_2,set light color to green,luminance,hasIncreased
246,light,yeelightLEDColor,"""01B""","""100z""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",3,,,light-yeelightLEDColor_color_setColor_3,set light color to blue,luminance,hasIncreased
247,light,yeelightLEDColor,"""01B""","""100z""",colorRangeControl,color degree,setColorRange,range,,,0,255,light-yeelightLEDColor_colorRangeControl_setColorRange_range,set degree of the color,,
248,light,yeelightLEDColor,"""01B""","""100z""",colorTempControl,color temperature,setColorTemp,range,,,2000,6500,light-yeelightLEDColor_colorTempControl_setColorTemp_range,set color temperature of the light,,
249,light,yeelightLEDColor,"""01B""","""100z""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",0,,,light-yeelightLEDColor_lightMode_setLightMode_0,turn light into custom mode,luminance,hasIncreased
250,light,yeelightLEDColor,"""01B""","""100z""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",1,,,light-yeelightLEDColor_lightMode_setLightMode_1,turn light into guest mode,luminance,hasIncreased
251,light,yeelightLEDColor,"""01B""","""100z""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",2,,,light-yeelightLEDColor_lightMode_setLightMode_2,turn light into entertainment mode,luminance,hasIncreased
252,light,yeelightLEDColor,"""01B""","""100z""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",3,,,light-yeelightLEDColor_lightMode_setLightMode_3,turn light into movie mode,luminance,hasIncreased
253,light,yeelightLEDColor,"""01B""","""100z""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",4,,,light-yeelightLEDColor_lightMode_setLightMode_4,turn light into eating mode,luminance,hasIncreased
254,light,yeelightLEDColor,"""01B""","""100z""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",5,,,light-yeelightLEDColor_lightMode_setLightMode_5,turn light into colorful mode,luminance,hasIncreased
255,light,yeelightLEDColor,"""01B""","""100z""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",6,,,light-yeelightLEDColor_lightMode_setLightMode_6,turn light into romantic mode,luminance,hasIncreased
256,light,yeelightLEDColor,"""01B""","""100z""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",7,,,light-yeelightLEDColor_lightMode_setLightMode_7,turn light into working mode,luminance,hasIncreased
257,speaker,HUAWEIAISpeaker,"""00A""","""X006""",audioPlayState,play control,pause,enum,"[{""enumName"": ""play"", ""value"": ""1""}, {""enumName"": ""pause"", ""value"": ""0""}]",1,,,speaker-HUAWEIAISpeaker_audioPlayState_pause_1,play,,
258,speaker,HUAWEIAISpeaker,"""00A""","""X006""",audioPlayState,play control,pause,enum,"[{""enumName"": ""play"", ""value"": ""1""}, {""enumName"": ""pause"", ""value"": ""0""}]",0,,,speaker-HUAWEIAISpeaker_audioPlayState_pause_0,pause,,
259,speaker,HUAWEIAISpeaker,"""00A""","""X006""",playMusic,play specific music,play,enum,"{""asr"":{""enumList"":[{""label"":""America"",""value"":""AmericaMusic""},{""label"":""Light"",""value"":""LightMusic""},{""label"":""Background"",""value"":""BackgroundMusic""},{""label"":""Popular"",""value"":""PopularMusic""},{""label"":""Piano"",""value"":""PianoPiece""},{""label"":""Rock&Roll"",""value"":""Rock&Roll""},{""label"":""Folk"",""value"":""FolkSong""},{""label"":""Children"",""value"":""ChildrenSong""},{""label"":""Leisure"",""value"":""LeisureMusic""}],""format"":""enum""}}",AmericaMusic,,,speaker-HUAWEIAISpeaker_playMusic_play_AmericaMusic,play America music,,
260,speaker,HUAWEIAISpeaker,"""00A""","""X006""",playMusic,play specific music,play,enum,"{""asr"":{""enumList"":[{""label"":""America"",""value"":""AmericaMusic""},{""label"":""Light"",""value"":""LightMusic""},{""label"":""Background"",""value"":""BackgroundMusic""},{""label"":""Popular"",""value"":""PopularMusic""},{""label"":""Piano"",""value"":""PianoPiece""},{""label"":""Rock&Roll"",""value"":""Rock&Roll""},{""label"":""Folk"",""value"":""FolkSong""},{""label"":""Children"",""value"":""ChildrenSong""},{""label"":""Leisure"",""value"":""LeisureMusic""}],""format"":""enum""}}",LightMusic,,,speaker-HUAWEIAISpeaker_playMusic_play_LightMusic,play Light music,,
261,speaker,HUAWEIAISpeaker,"""00A""","""X006""",playMusic,play specific music,play,enum,"{""asr"":{""enumList"":[{""label"":""America"",""value"":""AmericaMusic""},{""label"":""Light"",""value"":""LightMusic""},{""label"":""Background"",""value"":""BackgroundMusic""},{""label"":""Popular"",""value"":""PopularMusic""},{""label"":""Piano"",""value"":""PianoPiece""},{""label"":""Rock&Roll"",""value"":""Rock&Roll""},{""label"":""Folk"",""value"":""FolkSong""},{""label"":""Children"",""value"":""ChildrenSong""},{""label"":""Leisure"",""value"":""LeisureMusic""}],""format"":""enum""}}",BackgroundMusic,,,speaker-HUAWEIAISpeaker_playMusic_play_BackgroundMusic,play Background music,,
262,speaker,HUAWEIAISpeaker,"""00A""","""X006""",playMusic,play specific music,play,enum,"{""asr"":{""enumList"":[{""label"":""America"",""value"":""AmericaMusic""},{""label"":""Light"",""value"":""LightMusic""},{""label"":""Background"",""value"":""BackgroundMusic""},{""label"":""Popular"",""value"":""PopularMusic""},{""label"":""Piano"",""value"":""PianoPiece""},{""label"":""Rock&Roll"",""value"":""Rock&Roll""},{""label"":""Folk"",""value"":""FolkSong""},{""label"":""Children"",""value"":""ChildrenSong""},{""label"":""Leisure"",""value"":""LeisureMusic""}],""format"":""enum""}}",PopularMusic,,,speaker-HUAWEIAISpeaker_playMusic_play_PopularMusic,play Popular music,,
263,speaker,HUAWEIAISpeaker,"""00A""","""X006""",playMusic,play specific music,play,enum,"{""asr"":{""enumList"":[{""label"":""America"",""value"":""AmericaMusic""},{""label"":""Light"",""value"":""LightMusic""},{""label"":""Background"",""value"":""BackgroundMusic""},{""label"":""Popular"",""value"":""PopularMusic""},{""label"":""Piano"",""value"":""PianoPiece""},{""label"":""Rock&Roll"",""value"":""Rock&Roll""},{""label"":""Folk"",""value"":""FolkSong""},{""label"":""Children"",""value"":""ChildrenSong""},{""label"":""Leisure"",""value"":""LeisureMusic""}],""format"":""enum""}}",PianoPiece,,,speaker-HUAWEIAISpeaker_playMusic_play_PianoPiece,play Piano piece,,
264,speaker,HUAWEIAISpeaker,"""00A""","""X006""",playMusic,play specific music,play,enum,"{""asr"":{""enumList"":[{""label"":""America"",""value"":""AmericaMusic""},{""label"":""Light"",""value"":""LightMusic""},{""label"":""Background"",""value"":""BackgroundMusic""},{""label"":""Popular"",""value"":""PopularMusic""},{""label"":""Piano"",""value"":""PianoPiece""},{""label"":""Rock&Roll"",""value"":""Rock&Roll""},{""label"":""Folk"",""value"":""FolkSong""},{""label"":""Children"",""value"":""ChildrenSong""},{""label"":""Leisure"",""value"":""LeisureMusic""}],""format"":""enum""}}",Rock&Roll,,,speaker-HUAWEIAISpeaker_playMusic_play_Rock&Roll,play Rock&Roll,,
265,speaker,HUAWEIAISpeaker,"""00A""","""X006""",playMusic,play specific music,play,enum,"{""asr"":{""enumList"":[{""label"":""America"",""value"":""AmericaMusic""},{""label"":""Light"",""value"":""LightMusic""},{""label"":""Background"",""value"":""BackgroundMusic""},{""label"":""Popular"",""value"":""PopularMusic""},{""label"":""Piano"",""value"":""PianoPiece""},{""label"":""Rock&Roll"",""value"":""Rock&Roll""},{""label"":""Folk"",""value"":""FolkSong""},{""label"":""Children"",""value"":""ChildrenSong""},{""label"":""Leisure"",""value"":""LeisureMusic""}],""format"":""enum""}}",FolkSong,,,speaker-HUAWEIAISpeaker_playMusic_play_FolkSong,play Folk song,,
266,speaker,HUAWEIAISpeaker,"""00A""","""X006""",playMusic,play specific music,play,enum,"{""asr"":{""enumList"":[{""label"":""America"",""value"":""AmericaMusic""},{""label"":""Light"",""value"":""LightMusic""},{""label"":""Background"",""value"":""BackgroundMusic""},{""label"":""Popular"",""value"":""PopularMusic""},{""label"":""Piano"",""value"":""PianoPiece""},{""label"":""Rock&Roll"",""value"":""Rock&Roll""},{""label"":""Folk"",""value"":""FolkSong""},{""label"":""Children"",""value"":""ChildrenSong""},{""label"":""Leisure"",""value"":""LeisureMusic""}],""format"":""enum""}}",ChildrenSong,,,speaker-HUAWEIAISpeaker_playMusic_play_ChildrenSong,play Children song,,
267,speaker,HUAWEIAISpeaker,"""00A""","""X006""",playMusic,play specific music,play,enum,"{""asr"":{""enumList"":[{""label"":""America"",""value"":""AmericaMusic""},{""label"":""Light"",""value"":""LightMusic""},{""label"":""Background"",""value"":""BackgroundMusic""},{""label"":""Popular"",""value"":""PopularMusic""},{""label"":""Piano"",""value"":""PianoPiece""},{""label"":""Rock&Roll"",""value"":""Rock&Roll""},{""label"":""Folk"",""value"":""FolkSong""},{""label"":""Children"",""value"":""ChildrenSong""},{""label"":""Leisure"",""value"":""LeisureMusic""}],""format"":""enum""}}",LeisureMusic,,,speaker-HUAWEIAISpeaker_playMusic_play_LeisureMusic,play Leisure music,,
268,speaker,HUAWEIAISpeaker,"""00A""","""X006""",volumeControl,control volume,setVolume,range,,,0,100,speaker-HUAWEIAISpeaker_volumeControl_setVolume_range,,,
269,phone,iPhoneX,"""mobile""","""X03""",switchStatus,switch phone status,wifi,enum,"[{""enumName"": ""on"", ""value"": ""enabled""}, {""enumName"": ""off"", ""value"": ""disabled""}]",enabled,,,phone-iPhoneX_switchStatus_wifi_enabled,enable wifi,,
270,phone,iPhoneX,"""mobile""","""X03""",switchStatus,switch phone status,wifi,enum,"[{""enumName"": ""on"", ""value"": ""enabled""}, {""enumName"": ""off"", ""value"": ""disabled""}]",disabled,,,phone-iPhoneX_switchStatus_wifi_disabled,disable wifi,,
271,phone,iPhoneX,"""mobile""","""X03""",switchStatus,switch phone status,do_not_disturb,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",1,,,phone-iPhoneX_switchStatus_do_not_disturb_1,enable do not disturb ,,
272,phone,iPhoneX,"""mobile""","""X03""",switchStatus,switch phone status,do_not_disturb,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",0,,,phone-iPhoneX_switchStatus_do_not_disturb_0,disable do not disturb ,,
273,phone,iPhoneX,"""mobile""","""X03""",switchStatus,switch phone status,setRingerMode,enum,"[{""enumName"": ""silent"", ""value"": ""0""}, {""enumName"": ""vibration"", ""value"": ""1""}, {""enumName"": ""ring"", ""value"": ""2""}]",0,,,phone-iPhoneX_switchStatus_setRingerMode_0,silent mode,,
274,phone,iPhoneX,"""mobile""","""X03""",switchStatus,switch phone status,setRingerMode,enum,"[{""enumName"": ""silent"", ""value"": ""0""}, {""enumName"": ""vibration"", ""value"": ""1""}, {""enumName"": ""ring"", ""value"": ""2""}]",1,,,phone-iPhoneX_switchStatus_setRingerMode_1,vibration mode,,
275,phone,iPhoneX,"""mobile""","""X03""",switchStatus,switch phone status,setRingerMode,enum,"[{""enumName"": ""silent"", ""value"": ""0""}, {""enumName"": ""vibration"", ""value"": ""1""}, {""enumName"": ""ring"", ""value"": ""2""}]",2,,,phone-iPhoneX_switchStatus_setRingerMode_2,ring mode,,
276,phone,iPhoneX,"""mobile""","""X03""",switchStatus,switch phone status,bluetooth,enum,"[{""enumName"": ""on"", ""value"": ""enabled""}, {""enumName"": ""off"", ""value"": ""disabled""}]",enabled,,,phone-iPhoneX_switchStatus_bluetooth_enabled,enable bluetooth,,
277,phone,iPhoneX,"""mobile""","""X03""",switchStatus,switch phone status,bluetooth,enum,"[{""enumName"": ""on"", ""value"": ""enabled""}, {""enumName"": ""off"", ""value"": ""disabled""}]",disabled,,,phone-iPhoneX_switchStatus_bluetooth_disabled,disable bluetooth,,
278,phone,iPhoneX,"""mobile""","""X03""",flashlight,flashlight,switch,enum,"[{""enumName"": ""on"", ""value"": ""on""}, {""enumName"": ""off"", ""value"": ""off""}]",on,,,phone-iPhoneX_flashlight_switch_on,switch on flashlight,,
279,phone,iPhoneX,"""mobile""","""X03""",flashlight,flashlight,switch,enum,"[{""enumName"": ""on"", ""value"": ""on""}, {""enumName"": ""off"", ""value"": ""off""}]",off,,,phone-iPhoneX_flashlight_switch_off,switch off flashlight,,
280,phone,iPhoneX,"""mobile""","""X03""",camera,camera,switch,enum,"[{""enumName"": ""on"", ""value"": ""on""}, {""enumName"": ""off"", ""value"": ""off""}]",on,,,phone-iPhoneX_camera_switch_on,switch on camera,,
281,phone,iPhoneX,"""mobile""","""X03""",camera,camera,switch,enum,"[{""enumName"": ""on"", ""value"": ""on""}, {""enumName"": ""off"", ""value"": ""off""}]",off,,,phone-iPhoneX_camera_switch_off,switch off camera,,
282,phone,iPhoneX,"""mobile""","""X03""",phoneCall,phone call,call,enum,"[{""enumName"": ""call"", ""value"": ""1""}, {""enumName"": ""endCall"", ""value"": ""0""}]",0,,,phone-iPhoneX_phoneCall_call_0,hang up,,
283,phone,iPhoneX,"""mobile""","""X03""",phoneCall,phone call,call,enum,"[{""enumName"": ""call"", ""value"": ""1""}, {""enumName"": ""endCall"", ""value"": ""0""}]",1,,,phone-iPhoneX_phoneCall_call_1,answer call,,
284,phone,iPhoneX,"""mobile""","""X03""",seekBar,volume control slider,UpDown,enum,"[{""enumName"": ""up"", ""value"": ""1""}, {""enumName"": ""down"", ""value"": ""0""}]",0,,,phone-iPhoneX_seekBar_UpDown_0,turn down the volume,,
285,phone,iPhoneX,"""mobile""","""X03""",seekBar,volume control slider,UpDown,enum,"[{""enumName"": ""up"", ""value"": ""1""}, {""enumName"": ""down"", ""value"": ""0""}]",1,,,phone-iPhoneX_seekBar_UpDown_1,turn up the volume,,
286,phone,iPhoneX,"""mobile""","""X03""",hotspot,personal Hotspot,switch,enum,"[{""enumName"": ""on"", ""value"": ""on""}, {""enumName"": ""off"", ""value"": ""off""}]",on,,,phone-iPhoneX_hotspot_switch_on,switch on personal Hotspot,,
287,phone,iPhoneX,"""mobile""","""X03""",hotspot,personal Hotspot,switch,enum,"[{""enumName"": ""on"", ""value"": ""on""}, {""enumName"": ""off"", ""value"": ""off""}]",off,,,phone-iPhoneX_hotspot_switch_off,switch off personal Hotspot,,
288,phone,iPhoneX,"""mobile""","""X03""",airplaneMode,airplane mode,switch,enum,"[{""enumName"": ""on"", ""value"": ""on""}, {""enumName"": ""off"", ""value"": ""off""}]",on,,,phone-iPhoneX_airplaneMode_switch_on,switch on airplane mode,,
289,phone,iPhoneX,"""mobile""","""X03""",airplaneMode,airplane mode,switch,enum,"[{""enumName"": ""on"", ""value"": ""on""}, {""enumName"": ""off"", ""value"": ""off""}]",off,,,phone-iPhoneX_airplaneMode_switch_off,switch off airplane mode,,
290,phone,iPhoneX,"""mobile""","""X03""",eyeComfortMode,eye comfort mode,switch,enum,"[{""enumName"": ""on"", ""value"": ""on""}, {""enumName"": ""off"", ""value"": ""off""}]",on,,,phone-iPhoneX_eyeComfortMode_switch_on,switch on eye comfort mode,,
291,phone,iPhoneX,"""mobile""","""X03""",eyeComfortMode,eye comfort mode,switch,enum,"[{""enumName"": ""on"", ""value"": ""on""}, {""enumName"": ""off"", ""value"": ""off""}]",off,,,phone-iPhoneX_eyeComfortMode_switch_off,switch off eye comfort mode,,
292,phone,iPhoneX,"""mobile""","""X03""",nightMode,night mode,switch,enum,"[{""enumName"": ""on"", ""value"": ""on""}, {""enumName"": ""off"", ""value"": ""off""}]",on,,,phone-iPhoneX_nightMode_switch_on,switch on night mode,,
293,phone,iPhoneX,"""mobile""","""X03""",nightMode,night mode,switch,enum,"[{""enumName"": ""on"", ""value"": ""on""}, {""enumName"": ""off"", ""value"": ""off""}]",off,,,phone-iPhoneX_nightMode_switch_off,switch off night mode,,
294,phone,iPhoneX,"""mobile""","""X14""",switchStatus,switch phone status,wifi,enum,"[{""enumName"": ""on"", ""value"": ""enabled""}, {""enumName"": ""off"", ""value"": ""disabled""}]",enabled,,,phone-iPhoneX_switchStatus_wifi_enabled,enable wifi,,
295,phone,iPhoneX,"""mobile""","""X14""",switchStatus,switch phone status,wifi,enum,"[{""enumName"": ""on"", ""value"": ""enabled""}, {""enumName"": ""off"", ""value"": ""disabled""}]",disabled,,,phone-iPhoneX_switchStatus_wifi_disabled,disable wifi,,
296,phone,iPhoneX,"""mobile""","""X14""",switchStatus,switch phone status,do_not_disturb,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",1,,,phone-iPhoneX_switchStatus_do_not_disturb_1,enable do not disturb ,,
297,phone,iPhoneX,"""mobile""","""X14""",switchStatus,switch phone status,do_not_disturb,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",0,,,phone-iPhoneX_switchStatus_do_not_disturb_0,disable do not disturb ,,
